"","Samples","SHANNON","SIMPSON","chao1","ACE"
"1","B_2_1",1.9520851540203,0.744114129884615,106.5625,91.3888888888889
"2","B_2_2",2.13815838393605,0.802634509778495,112.05,99.4137931034483
"3","B_3_2",2.25105845583469,0.819145701904019,85.3888888888889,80.6754385964912
"4","B_3_3",2.20980494655978,0.806916664183624,139.9,95.9924812030075
"5","B_4_1",1.90630174316697,0.748988015139279,111.5,89.24
"6","B_4_2",2.04019511781805,0.7830950692888,108,95.9478260869565
"7","B_4_3",1.87915347997823,0.764034431430165,95.3333333333333,79.8181818181818
"8","B_5_2",2.02053278510675,0.776722821101265,107,88.9503546099291
"9","B_5_3",1.96771884067019,0.775649486899252,113.5625,93.8175182481752
"10","B_6_1",2.07941248609878,0.817397792279374,81.5454545454545,78.4177215189873
"11","B_6_2",2.02710429841376,0.794097707202142,95.3333333333333,79.9469026548673
"12","B_6_3",2.20370571970796,0.784917740470132,127,104.531914893617
"13","B_7_1",1.95062327633195,0.752279319511484,91,82.6923076923077
"14","B_7_2",2.15894800372152,0.803896141132378,93.8461538461538,90.3225806451613
"15","B_8_1",1.79083102846367,0.739799248632057,103.785714285714,85.4067796610169
"16","B_8_2",1.97729184014295,0.795758777015283,154.666666666667,85.275
"17","B_8_3",2.09883810605941,0.814948301433334,124.25,93.859649122807
"18","B_9_1",1.72907604520576,0.728184640365083,104,84.38
"19","B_9_2",1.98831948042488,0.800164895070588,114.1,79.2307692307692
"20","R_2_1",2.11368715543885,0.799520585608429,114.888888888889,96.9323308270677
"21","R_2_2",2.17226903853123,0.795727001685252,128,103.76
"22","R_2_3",2.03583321451669,0.760245830001191,110.8,91.8267716535433
"23","R_3_1",1.98889360431293,0.781631316809045,85.2222222222222,77.0740740740741
"24","R_3_2",1.90498109160207,0.780586922065302,74.0833333333333,64.5157894736842
"25","R_3_3",1.37106829366419,0.529756056306578,94,69.3513513513514
"26","R_4_1",2.03916569765114,0.779917871348849,93.6,73.5849056603774
"27","R_4_2",1.76195709419846,0.732434619491914,74.8,68.8333333333333
"28","R_4_3",1.53722310972711,0.632172205444894,90.7857142857143,73.7692307692308
"29","R_5_1",1.99675875076975,0.812919802706921,91,76.379746835443
"30","R_5_2",1.77239659237044,0.672052636238415,108.5625,89.8623853211009
"31","R_5_3",1.69419163733065,0.659828552009175,92.9,70.1025641025641
"32","R_6_1",1.9773070216007,0.783389184268723,100.285714285714,93.6071428571429
"33","R_6_2",2.03134054662457,0.78734044009203,112.181818181818,95.9130434782609
"34","R_6_3",1.86186962364021,0.739477254318583,107.571428571429,81.9491525423729
"35","R_7_1",1.81960872355679,0.764324568091725,81,71.530612244898
"36","R_7_2",2.08807944106803,0.796046465343681,152.5,82.0263157894737
"37","R_7_3",1.96989979203485,0.768754659919648,89.6428571428571,76.6282051282051
"38","R_8_1",1.75064477579122,0.730163182947771,88.3333333333333,74.4936708860759
"39","R_8_2",1.81663197150037,0.741706464329721,79.45,75.5217391304348
"40","R_8_3",2.14906319489073,0.811385998698888,124.125,81.6
"41","R_9_1",1.99204686062436,0.795514465874164,111.166666666667,69.8809523809524
"42","R_9_2",2.11406098551315,0.819158966796786,73.4,62.8857142857143
"43","R_9_3",1.92577579407245,0.722725275762917,88.6,74.078431372549
